Agent,Scenario,FeatureIdx,FeatureName,Partition_MeanAbsSHAP,Kernel_MeanAbsSHAP,Partition_rank,Kernel_rank
A2C_mod,MEDIUM,22,inventory_SKU22,9.858038465522185e-05,8.104219264857138e-08,62,163
A2C_mod,MEDIUM,23,inventory_SKU23,9.858038465522185e-05,0.0,61,658
A2C_mod,MEDIUM,24,inventory_SKU24,9.858038465522185e-05,1.378182917022848e-07,60,110
A2C_mod,MEDIUM,25,inventory_SKU25,9.858038465522181e-05,6.271193676827766e-11,572,399
A2C_mod,MEDIUM,26,inventory_SKU26,9.858038465522185e-05,6.266699449777901e-08,59,191
A2C_mod,MEDIUM,27,inventory_SKU27,9.858038465522185e-05,0.00016996482348920853,58,88
A2C_mod,MEDIUM,28,inventory_SKU28,9.858038465522184e-05,4.989087330758604e-08,437,217
A2C_mod,MEDIUM,29,inventory_SKU29,9.858038465522185e-05,0.0,57,657
A2C_mod,MEDIUM,30,inventory_SKU30,9.858038465522184e-05,0.0007091648562575834,453,40
A2C_mod,MEDIUM,31,inventory_SKU31,9.858038465522181e-05,0.0,573,656
A2C_mod,MEDIUM,32,inventory_SKU32,9.858038465522185e-05,5.957036570947911e-08,56,198
A2C_mod,MEDIUM,33,inventory_SKU33,9.858038465522185e-05,4.223345855652564e-08,55,239
A2C_mod,MEDIUM,34,inventory_SKU34,9.858038465522185e-05,4.66813156582457e-08,54,228
A2C_mod,MEDIUM,35,inventory_SKU35,9.858038465522184e-05,0.0,450,651
A2C_mod,MEDIUM,36,inventory_SKU36,9.858038465522187e-05,2.3076089688482375e-08,32,297
A2C_mod,MEDIUM,37,inventory_SKU37,9.858038465522184e-05,0.0,449,650
A2C_mod,MEDIUM,38,inventory_SKU38,9.858038465522185e-05,0.0,269,649
A2C_mod,MEDIUM,39,inventory_SKU39,9.858038465522184e-05,3.779765619523133e-11,448,407
A2C_mod,MEDIUM,40,inventory_SKU40,9.858038465522184e-05,0.0,447,648
A2C_mod,MEDIUM,41,inventory_SKU41,9.858038465522185e-05,0.0,268,647
A2C_mod,MEDIUM,42,inventory_SKU42,9.858038465522181e-05,0.0,649,646
A2C_mod,MEDIUM,43,inventory_SKU43,9.858038465522184e-05,1.0170507836331644e-07,291,134
A2C_mod,MEDIUM,44,inventory_SKU44,9.858038465522185e-05,0.0,267,645
A2C_mod,MEDIUM,45,inventory_SKU45,9.858038465522187e-05,4.3146007061140035e-12,31,430
A2C_mod,MEDIUM,46,inventory_SKU46,9.858038465522184e-05,4.319635932186658e-05,290,93
A2C_mod,MEDIUM,47,inventory_SKU47,9.858038465522183e-05,4.847904701510383e-08,566,222
A2C_mod,MEDIUM,48,inventory_SKU48,9.858038465522185e-05,0.0,266,644
A2C_mod,MEDIUM,49,inventory_SKU49,9.858038465522183e-05,2.309205172494988e-11,567,414
A2C_mod,MEDIUM,50,inventory_SKU50,9.858038465522184e-05,0.0006904501739206742,289,41
A2C_mod,MEDIUM,51,inventory_SKU51,9.858038465522185e-05,0.0,219,643
A2C_mod,MEDIUM,52,inventory_SKU52,9.858038465522185e-05,1.342703176780138e-10,218,387
A2C_mod,MEDIUM,53,inventory_SKU53,9.858038465522183e-05,6.403038126450224e-08,535,188
A2C_mod,MEDIUM,54,inventory_SKU54,9.858038465522183e-05,2.8780670084944946e-08,536,279
A2C_mod,MEDIUM,55,inventory_SKU55,9.858038465522184e-05,1.0556132970553568e-10,338,392
A2C_mod,MEDIUM,56,inventory_SKU56,9.858038465522185e-05,1.0599946781061205e-07,217,128
A2C_mod,MEDIUM,57,inventory_SKU57,9.858038465522184e-05,1.689253578437424e-07,337,105
A2C_mod,MEDIUM,58,inventory_SKU58,9.858038465522183e-05,4.0611876490435935e-08,537,245
A2C_mod,MEDIUM,59,inventory_SKU59,9.858038465522185e-05,0.0,216,642
A2C_mod,MEDIUM,60,inventory_SKU60,9.858038465522185e-05,6.269560193092697e-09,215,359
A2C_mod,MEDIUM,61,inventory_SKU61,9.858038465522184e-05,0.0,336,641
A2C_mod,MEDIUM,62,inventory_SKU62,9.858038465522185e-05,1.6886153120741958e-08,214,322
A2C_mod,MEDIUM,63,inventory_SKU63,9.858038465522185e-05,0.0,213,640
