episode,reward,loss,stockout,waste,overstock,quantile,epsilon,buffer_size,steps
1,-0.026739800299272046,0.0,0.12047184206545353,0.013342938434022168,0.0537664301963135,0.8391585917274157,0.997525,900,900
2,-0.0031205057756677787,0.4394184129031261,0.11000000008278422,0.013747981594254574,0.05682472700899881,0.8225477984878752,0.99505,1800,900
3,-0.02814730914251413,0.5578881444533667,0.12447488565411832,0.013147746350667957,0.052164884242099814,0.8383597932921516,0.992575,2700,900
4,0.009150904043150755,0.4993500720875131,0.09675799098279741,0.013989574214340083,0.0559651743954358,0.8241363582677311,0.9901,3600,900
5,0.002439345770722462,0.39789584976931414,0.10155251159436172,0.014034642709884793,0.057091615746677336,0.8248818858795696,0.987625,4500,900
6,-0.016497817974886857,0.3754976714236869,0.1094977168738842,0.013513885549683538,0.05273201265863867,0.8407542044255468,0.98515,5400,900
7,-0.026615271476184716,0.36782965684930485,0.11421613399353292,0.01339404036808345,0.05244039946216314,0.8465646989809142,0.982675,6300,900
8,-0.017170978738868144,0.4377570971225699,0.11318112657301956,0.013538985873520789,0.05294440094161675,0.8375064672695266,0.9802,7200,900
9,-0.02376734883343387,0.39448693466683227,0.11727549493312836,0.01342404579032316,0.05273994317640447,0.8403278665741285,0.977725,8100,900
10,0.00067919808834429,0.5938669974398282,0.10185692534678512,0.013945383783429861,0.05598190691115128,0.8275365872184436,0.97525,9000,900
11,0.0331371210476694,0.030722640073961683,0.09164383569525347,0.014407340321793324,0.057672967344082685,0.8031387376123005,0.972775,9900,900
12,0.0539519298476969,0.015984713912217154,0.07818873668710391,0.014880090968993802,0.0602905803831527,0.7926886636681026,0.9702999999999999,10800,900
13,0.03183391510156475,0.01344704742025998,0.09252663634717465,0.01439204318759342,0.05554529606933809,0.8057021106614007,0.9678249999999999,11700,900
14,0.034986650943739935,0.012898669863223201,0.08745814316802554,0.014534471847065206,0.057644606022998535,0.8053761295146412,0.9653499999999999,12600,900
15,0.026012243281390207,0.012164075968580114,0.09342465780675412,0.01443265390349552,0.05705158092294975,0.8090788661440214,0.9628749999999999,13500,900
16,0.06339449143318537,0.011911429293557175,0.07211567738817798,0.015243465907147362,0.05972610911561383,0.7895202577776379,0.9603999999999999,14400,900
17,0.03490283868489011,0.011617124743966593,0.08968036531574196,0.014656697866869055,0.05794729414475215,0.8028128054738045,0.9579249999999999,15300,900
18,0.10190368071415125,0.011948231174093153,0.06351598173379898,0.015709507003840474,0.06257258397617585,0.7562982481386926,0.9554499999999999,16200,900
19,0.09546544132579583,0.011880780703181194,0.06138508386909962,0.015639216558904285,0.06171882903086953,0.7657914308375783,0.9529749999999999,17100,900
20,0.09780636426172956,0.012748525166470143,0.06330289200776153,0.015535238364504444,0.05946564891414406,0.763889857629935,0.9504999999999999,18000,900
21,0.09643023855499147,0.02205281924456358,0.06312024370663696,0.015580356001543502,0.06174570617382415,0.7631234575311343,0.9480249999999999,18900,900
22,0.05906240844711243,0.020882259147862594,0.08165905646151966,0.01481170034993233,0.05758595309284929,0.7868808826141888,0.9455499999999999,19800,900
23,0.09080451313979412,0.0208454461933838,0.06563165908886327,0.01544913645212849,0.05954032211816714,0.7685743708080716,0.9430749999999999,20700,900
24,0.09237889857790126,0.02069408556446433,0.06458143091036214,0.015395249675752388,0.05915911996969953,0.768485302693314,0.9405999999999999,21600,900
25,0.09983905923140507,0.020608671780468688,0.059923896557754944,0.015593176721077826,0.06005294141049186,0.7645909276273516,0.9381249999999999,22500,900
26,0.12945557643614544,0.021773190365897286,0.05794520556098885,0.015968433493334384,0.06105673308458386,0.7355740526649687,0.9356499999999999,23400,900
27,0.10177985020927735,0.02134318487925662,0.06704718440771103,0.01543402084744432,0.05988191313860524,0.7558570322394371,0.9331749999999999,24300,900
28,0.10605571397748362,0.021724095188288224,0.06135464229517513,0.015514002691747414,0.05930964891022692,0.7577659933103456,0.9306999999999999,25200,900
29,0.1206879258494074,0.021559946419050294,0.05511415533721447,0.015901020203924015,0.06110783763100497,0.7471890624033081,0.9282249999999999,26100,900
30,0.08640509452504275,0.02185461581788129,0.06716894989212353,0.015295227590896604,0.05837096045492217,0.7727597691615422,0.9257499999999999,27000,900
31,0.14669581046910024,0.018461830826062293,0.048949771813220445,0.01621374247285227,0.06193394925367708,0.7262067274252574,0.9232749999999998,27900,900
32,0.11251906060012212,0.0182176002032227,0.06519025872151057,0.015449147708972709,0.057975746643108624,0.7488657874200079,0.9207999999999998,28800,900
33,0.12242401283313585,0.018148513949579663,0.05287671234872606,0.015918680729551448,0.06032741421678414,0.7484531809224023,0.9183249999999998,29700,900
34,0.12165832235051009,0.018210100845123332,0.05558599688112736,0.0158151628377123,0.05947991903289221,0.7474605997734599,0.9158499999999998,30600,900
35,0.15006044306032384,0.018209289418947366,0.04791476410296228,0.016192465261038808,0.06089627664833744,0.7249360520641009,0.9133749999999998,31500,900
36,0.1340213748179182,0.018534680338990358,0.056986301425430506,0.01584650897446813,0.059947410746341724,0.7331984052724309,0.9108999999999998,32400,900
37,0.16017785663922243,0.0184482360455311,0.04433789958556493,0.016353640699655645,0.061578249980747284,0.7175523543026712,0.9084249999999998,33300,900
38,0.1323486460450234,0.018649468978659975,0.052024353105160924,0.015987682370727674,0.05939286992231953,0.74024644891421,0.9059499999999998,34200,900
39,0.1914635086885149,0.01862941161625915,0.040365296800931295,0.016714304542789857,0.06268327012606378,0.6887736208240192,0.9034749999999998,35100,900
40,0.12048788998630901,0.019079635281943612,0.057945205552710426,0.015740264336216368,0.05828754218799683,0.747539099752903,0.9009999999999998,36000,900
41,0.1846726267268726,0.019288283730339674,0.03829528154598342,0.016718410212132665,0.061505179160481524,0.6988085039125549,0.8985249999999998,36900,900
42,0.15899895579603052,0.019250017353850936,0.0432724505248997,0.016339636214801834,0.06105618541516984,0.7203327732947138,0.8960499999999998,37800,900
43,0.15456346172134444,0.019262910718098283,0.04925418549113803,0.016097025335248975,0.05893655474556403,0.7211487739947107,0.8935749999999998,38700,900
