global_step,experience_step,rewards,stockouts,waste,delta,critic_loss,entropy_adjusted,actor_loss
10923,32,-0.06341459602117538,0.22508445382118225,0.010105970315635204,-0.1333966702222824,0.07276543974876404,0.00026728821103461087,4.107061158720171e-06
10924,32,-0.11464125663042068,0.25042229890823364,0.008221861906349659,-0.15246260166168213,0.06031278520822525,0.00033859573886729777,6.067681624699617e-06
10925,32,-0.13530005514621735,0.17736487090587616,0.009782833978533745,-0.18053781986236572,0.057321999222040176,0.00026367753162048757,5.255260475678369e-06
10926,32,-0.11674999445676804,0.12711147964000702,0.01112965028733015,-0.16714920103549957,0.04475751146674156,0.0002064118889393285,4.912361418973887e-06
10927,32,-0.14536553621292114,0.20777027308940887,0.008850203827023506,-0.1991599202156067,0.06427022814750671,0.0003008497296832502,6.475655936810654e-06
10928,32,-0.14341895282268524,0.17440877854824066,0.010019752196967602,-0.18784265220165253,0.05661054700613022,0.00026684210752137005,7.368644673988456e-06
10929,32,-0.13432705402374268,0.12711147964000702,0.011144856922328472,-0.18344886600971222,0.04395289346575737,0.000221029287786223,6.79508775647264e-06
10930,32,-0.10047762095928192,0.09712837636470795,0.012696296907961369,-0.15233880281448364,0.03702441230416298,0.000150207313708961,4.782982159667881e-06
10931,32,-0.08741418272256851,0.08952702581882477,0.013157542794942856,-0.14212101697921753,0.033325426280498505,0.00015476038970518857,4.9971290536632296e-06
10932,32,-0.05849844589829445,0.06714527308940887,0.013737515546381474,-0.10820092260837555,0.023968448862433434,0.00012181003694422543,4.008030828117626e-06
10933,32,-0.04089464619755745,0.06207770109176636,0.014843406155705452,-0.09113270789384842,0.02381194196641445,0.00010612640471663326,3.3428332244511694e-06
10934,32,-0.04167671501636505,0.07263513654470444,0.013884318992495537,-0.0924900695681572,0.02506629191339016,0.0001176787554868497,3.5587338516052114e-06
10935,32,-0.0353131927549839,0.0498310811817646,0.015300183556973934,-0.0876091793179512,0.01930944249033928,8.616267587058246e-05,2.934877556981519e-06
10936,32,-0.005944139789789915,0.039695944637060165,0.01598532870411873,-0.059331946074962616,0.01573212444782257,8.210660598706454e-05,2.38748430092528e-06
10937,32,0.08181756734848022,0.02364864945411682,0.017424432560801506,0.031113173812627792,0.01253069844096899,4.809757592738606e-05,1.211862013406062e-06
10938,32,0.0358736626803875,0.0249155405908823,0.01790141686797142,-0.014869222417473793,0.009554441086947918,4.777576032211073e-05,1.1984074035353842e-06
10939,32,0.19959409534931183,0.01097972970455885,0.018796730786561966,0.14712700247764587,0.018151476979255676,2.2035379515727982e-05,3.640033696683531e-07
10940,32,0.1739918291568756,0.010557432658970356,0.01887260191142559,0.12303794175386429,0.015043213963508606,2.1714316972065717e-05,2.6212256898361375e-07
10941,32,0.19381912052631378,0.01182432472705841,0.018872125074267387,0.14269275963306427,0.019209032878279686,2.3870054064900614e-05,2.6760815785564773e-07
10942,32,0.15652868151664734,0.013935810886323452,0.018552811816334724,0.10483569651842117,0.017879638820886612,2.7489006242831238e-05,3.4687280958678457e-07
10943,32,0.3256312310695648,0.005067567341029644,0.020356904715299606,0.2733595669269562,0.04904551804065704,1.0781138371385168e-05,1.3172238766401279e-07
10944,32,0.2787932753562927,0.00844594556838274,0.01983279548585415,0.22718238830566406,0.034864313900470734,1.7257641957257874e-05,2.0272662482057058e-07
10945,32,0.22474095225334167,0.008023648522794247,0.01970396749675274,0.17328672111034393,0.027763839811086655,1.9060078557231463e-05,3.4033374163300323e-07
10946,32,0.3700762689113617,0.00422297278419137,0.021036243066191673,0.3186175227165222,0.05794907733798027,6.73882823321037e-06,2.1930713245410516e-08
10947,32,0.3983551859855652,0.0038006757386028767,0.021059419959783554,0.34651240706443787,0.06543557345867157,5.640612926072208e-06,3.3883537753354176e-08
10948,32,0.42921727895736694,0.0016891892300918698,0.021564822643995285,0.37755995988845825,0.07617266476154327,5.270274868962588e-06,3.912561297170214e-08
10949,32,0.3882313370704651,0.005912162363529205,0.021441910415887833,0.3357623219490051,0.06461676210165024,1.2114141100028064e-05,5.498465682762799e-08
10950,32,0.38422754406929016,0.0016891892300918698,0.02163592167198658,0.3319637179374695,0.0611102469265461,4.4194625843374524e-06,7.486314679283623e-09
10951,32,0.47441813349723816,0.001266891835257411,0.022180883213877678,0.4226688742637634,0.09444466233253479,3.883625140588265e-06,8.931512951448894e-08
10952,32,0.49346211552619934,0.004645270295441151,0.022391067817807198,0.44111549854278564,0.10416320711374283,8.910545147955418e-06,5.12372579919429e-08
10953,32,0.44192129373550415,0.0029560811817646027,0.021967871114611626,0.39052310585975647,0.08507992327213287,6.6530078584037255e-06,2.727982639783022e-08
10954,32,0.5460547208786011,0.00042229730752296746,0.022818610072135925,0.4945565164089203,0.12898296117782593,1.1142229823235539e-06,2.771591567363174e-10
10955,8,0.5749579668045044,0.0,0.02323806844651699,0.522840678691864,0.1394490748643875,3.541665760071575e-27,4.259770064244275e-31
