k,reward_val,stockout_val,waste_val,overstock_val,reward_test,stockout_test,waste_test,overstock_test
0.5,0.6802208423614502,0.09740909934043884,0.003830516245216131,0.0,0.7595869898796082,0.0543740950524807,0.0040857866406440735,0.0
1.0,0.6893766522407532,0.03697727620601654,0.0053274966776371,0.0,0.7501461505889893,0.018713925033807755,0.005716567859053612,0.0
1.5,0.6578074097633362,0.01588636450469494,0.007093633525073528,0.0,0.7162150740623474,0.0077380952425301075,0.007520721293985844,0.0
2.0,0.6439701318740845,0.006363636814057827,0.008834202773869038,0.0,0.6902254819869995,0.0035353535786271095,0.00929431151598692,0.0
2.5,0.6131278276443481,0.0023636361584067345,0.010567886754870415,0.0,0.6519095301628113,0.0017766954842954874,0.011058107018470764,0.0
