global_step,experience_step,rewards,stockouts,waste,delta,critic_loss,entropy_adjusted,actor_loss
16071,32,-0.7074424028396606,0.1360795497894287,0.016013814136385918,-0.6215831637382507,0.23887686431407928,1.540194944027462e-06,9.491305945630302e-07
16072,32,-0.6296314001083374,0.36221590638160706,0.008366013877093792,-0.5324446558952332,0.19574163854122162,1.55100644860795e-06,7.303451070583833e-07
16073,32,-0.6800822615623474,0.33934658765792847,0.00971437431871891,-0.5788092613220215,0.21787869930267334,1.3571624322139542e-06,7.0440279387185e-07
16074,32,-0.6925386190414429,0.28536930680274963,0.011100852862000465,-0.5963848233222961,0.2289479672908783,9.258131967726513e-07,1.0862873978112475e-06
16075,32,-0.6771676540374756,0.279403418302536,0.011115984059870243,-0.5867732763290405,0.2210441529750824,1.5653147329430794e-06,7.204888561318512e-07
16076,32,-0.6791476607322693,0.2828125059604645,0.010968288406729698,-0.5847639441490173,0.22204451262950897,1.2444568255887134e-06,1.5340392565121874e-06
16077,32,-0.7060907483100891,0.27599433064460754,0.0115780895575881,-0.607293426990509,0.23451070487499237,1.179498212877661e-06,1.1028516837541247e-06
16078,32,-0.7065714597702026,0.229545459151268,0.012744683772325516,-0.609341561794281,0.23743079602718353,1.3677857850780129e-06,3.821097038780863e-07
16079,32,-0.6959995627403259,0.21505682170391083,0.013073304668068886,-0.6044079065322876,0.2343866527080536,1.1122789373985142e-06,1.088398903448251e-06
16080,32,-0.7131235003471375,0.20482954382896423,0.013599464669823647,-0.616582989692688,0.24372828006744385,1.0902143685598276e-06,9.424929316992348e-07
16081,32,-0.741481602191925,0.1842329502105713,0.01489955186843872,-0.6407409906387329,0.2543635368347168,1.5434707165695727e-06,1.3511411225408665e-06
16082,32,-0.7270382046699524,0.16519886255264282,0.015052065253257751,-0.6325778365135193,0.2502347528934479,9.424528570889379e-07,1.0650363719832967e-06
16083,32,-0.7428003549575806,0.14474432170391083,0.01600480079650879,-0.6500877141952515,0.26130756735801697,8.540454814465193e-07,4.887974682787899e-07
16084,32,-0.7705047130584717,0.12428977340459824,0.01719326339662075,-0.6733217835426331,0.27490684390068054,1.0168794233322842e-06,8.252540624198446e-07
16085,32,-0.7769923806190491,0.10198863595724106,0.01808776520192623,-0.680038571357727,0.27955713868141174,1.8340130054639303e-06,2.386354253758327e-06
16086,32,-0.7904723882675171,0.07642045617103577,0.01902306079864502,-0.6957118511199951,0.28738150000572205,9.063223274097254e-07,1.0418389138067141e-06
16087,32,-0.8033071756362915,0.05099431797862053,0.02027653343975544,-0.7065253257751465,0.29680654406547546,8.299190881189134e-07,4.92585570555093e-07
16088,32,-0.813254177570343,0.03139204531908035,0.02124759554862976,-0.7191148996353149,0.30095234513282776,1.0592374337647925e-06,1.2598609373526415e-06
16089,32,-0.8119325041770935,0.039346590638160706,0.02092948742210865,-0.7150828838348389,0.29967257380485535,6.484125378847239e-07,9.00205350262695e-07
16090,32,-0.7416067123413086,0.02713068202137947,0.02130424603819847,-0.6450382471084595,0.2617468237876892,1.428826067240152e-06,1.6885899185581366e-06
16091,32,-0.38743239641189575,0.022159090265631676,0.021831613034009933,-0.29057592153549194,0.102240651845932,8.748963864491088e-07,8.307359280479432e-07
16092,32,-0.6247279644012451,0.0234375,0.02176784537732601,-0.5287479162216187,0.20302464067935944,3.8426551896009187e-07,2.812117543271597e-07
16093,32,-0.5138542652130127,0.022727273404598236,0.021707842126488686,-0.41838863492012024,0.16112779080867767,1.4250030062612495e-06,1.3883279734727694e-06
16094,32,-0.16213594377040863,0.015198864042758942,0.022446991875767708,-0.06592544913291931,0.04550711065530777,5.829057272421778e-07,9.956696658264264e-07
16095,32,-0.1497076153755188,0.013494318351149559,0.022612720727920532,-0.05326616019010544,0.04923646152019501,6.577344606739643e-07,4.904042611997284e-07
16096,32,-0.1230999007821083,0.009943181648850441,0.022816674783825874,-0.02744964323937893,0.04454422742128372,7.548920279987215e-07,9.165609640149341e-07
16097,32,-0.11570490151643753,0.004829545505344868,0.02302445098757744,-0.019561579450964928,0.04316374287009239,7.245230904118216e-07,5.045563398198283e-07
16098,32,-0.094380222260952,0.003409090917557478,0.023217463865876198,0.001525169936940074,0.04097328335046768,6.790498332520656e-07,8.737365533306729e-07
16099,32,-0.08742313086986542,0.0029829544946551323,0.023364141583442688,0.009070455096662045,0.0427694246172905,6.243386678761453e-07,5.87049896694225e-07
16100,32,-0.08233819156885147,0.0022727272007614374,0.023455286398530006,0.013627825304865837,0.04262680560350418,8.370632826881774e-07,1.055244069902983e-06
16101,32,-0.09560250490903854,0.001988636329770088,0.02338258922100067,0.0005031986511312425,0.04219738394021988,7.052012733765878e-07,2.4041759161264054e-07
16102,32,-0.07547897845506668,0.0025568180717527866,0.023554403334856033,0.02039925381541252,0.0413292795419693,1.1982223213635734e-06,1.599615302438906e-06
16103,8,-0.05788593739271164,0.0011363636003807187,0.023909928277134895,0.03840748220682144,0.04238201305270195,1.9554833841084474e-07,4.815422371962086e-08
