episode,reward,loss,stockout,waste,overstock,quantile,epsilon,buffer_size,steps
1,0.012943829912540726,0.0,0.04112626254920744,0.01745724629662517,0.1425156667476727,0.785957000424154,0.997525,900,900
2,0.06638294852312861,0.306986965390199,0.027343434179719125,0.018370741564366553,0.15189623176637623,0.7360066502684107,0.99505,1800,900
3,0.06439068183202633,0.1687235557826029,0.026414141204311615,0.018381661273952986,0.1522169227153063,0.7385966003490094,0.992575,2700,900
4,0.06542164443285098,0.0497058044332597,0.027090908975547386,0.018315905270477138,0.15148056750082306,0.7376909801594189,0.9901,3600,900
5,0.04134277088803679,0.18061980127253466,0.030797979697171185,0.01799394637035827,0.14698554825037718,0.7628797604847803,0.987625,4500,900
6,0.046343937302849046,0.0845615376966695,0.02989898975317677,0.018096300274547603,0.14732909474521874,0.7583316843349797,0.98515,5400,900
7,0.01789506630778002,0.08465537198094858,0.039777777610450156,0.01755560531668986,0.1415335521640049,0.7832380055850371,0.982675,6300,900
8,0.06098469764469276,0.06310993893899851,0.029247474532781377,0.018215393394024837,0.147823534719646,0.7437289065529282,0.9802,7200,900
9,0.04845485887153902,0.0429024865747326,0.0303181816994523,0.018048251856946283,0.1453478956470887,0.7578308173833,0.977725,8100,900
10,0.036461159637741124,0.07082600267603993,0.03174747455140783,0.01791840370123585,0.1439699299674895,0.7699030380967176,0.97525,9000,900
11,0.05266459187146716,0.028402154884404607,0.030378787723473376,0.017974283006042244,0.14358664608250063,0.7553956957984095,0.972775,9900,900
12,0.07015984680322516,0.024145129782458145,0.026272727126876512,0.018224864010181693,0.14629937225745784,0.7390431961957364,0.9702999999999999,10800,900
13,0.0735703985612943,0.022629227605130937,0.026085858385906453,0.01834992546484702,0.14851233661588695,0.7334814867975398,0.9678249999999999,11700,900
14,0.09430015054350305,0.021480272858300144,0.023313131170968216,0.0185189984469778,0.1489155223634508,0.7149522032958144,0.9653499999999999,12600,900
15,0.04490162718167994,0.020768519948340124,0.03493434327137139,0.01780048809117741,0.14070574722563228,0.761657798469791,0.9628749999999999,13500,900
16,0.08420982509877326,0.02043391780824297,0.02435858580801222,0.018450305000361468,0.14845329978399807,0.7245279901928993,0.9603999999999999,14400,900
17,0.056388875118593404,0.020314584020525217,0.032575757400029236,0.017946818310560452,0.14121952323863904,0.7518690324754763,0.9579249999999999,15300,900
18,0.07503312836252816,0.020111216422584323,0.02519191903113905,0.01830870209261775,0.14492967208640442,0.7365365837751887,0.9554499999999999,16200,900
19,0.09686781289469865,0.020077115969939364,0.023712120959535243,0.018549845690528553,0.1464693621587422,0.7144008656894374,0.9529749999999999,17100,900
20,0.10423648600240186,0.020015904303226206,0.02219191907491121,0.018674609681798352,0.1489731195072333,0.705923872295974,0.9504999999999999,18000,900
21,0.0770452502113767,0.029827600431938966,0.025383838243886,0.018347691176459194,0.14382325121925937,0.7353999756907837,0.9480249999999999,18900,900
22,0.06293868948763702,0.02920599369539155,0.031565656517114904,0.01802218061199205,0.14094053581563962,0.7465329437792921,0.9455499999999999,19800,900
23,0.059395773675836004,0.02938959446011318,0.032136363511801595,0.01800938265812066,0.1404850997072127,0.7499733862229105,0.9430749999999999,20700,900
24,0.10001704237749234,0.0294246250225438,0.021848484741834304,0.018603748853007952,0.1463030667561624,0.7132276628776971,0.9405999999999999,21600,900
25,0.08206244555877573,0.029477174172384872,0.02673737360423224,0.01832084338232461,0.14307601576877965,0.7298033277252689,0.9381249999999999,22500,900
26,0.06721148887778529,0.029106050589018398,0.03143434325336582,0.018068328080181446,0.13930238257265753,0.7439834636430153,0.9356499999999999,23400,900
27,0.11665219977058264,0.029261631723493338,0.020525252408244543,0.018804123552723064,0.145951095500754,0.6980673353816382,0.9331749999999999,24300,900
28,0.0673890416625525,0.029248203730417623,0.030555555424652995,0.018047386896796525,0.13835433780319162,0.7456536824838775,0.9306999999999999,25200,900
29,0.11766433831778866,0.02904153512790799,0.020237373599472145,0.018749705143272878,0.1447413177953826,0.6986072705275276,0.9282249999999999,26100,900
30,0.0773843497505004,0.02902063297521737,0.029277777646978698,0.018140829982132546,0.13919418847395315,0.7360028600879531,0.9257499999999999,27000,900
31,0.12159591217982678,0.028447159342467786,0.018868686684096855,0.01880336704974373,0.1445115079316828,0.6962205313384119,0.9232749999999998,27900,900
32,0.0826129087208796,0.028066423982381822,0.029484848297304578,0.018177812471468414,0.1378274228837755,0.731897013533343,0.9207999999999998,28800,900
33,0.12965334500470715,0.0277822456550267,0.01882828267601629,0.01888843000245591,0.14616969645851188,0.6864602534129388,0.9183249999999998,29700,900
34,0.14206847380714155,0.027862886536038585,0.017474747349301146,0.01905622448358271,0.14663535036560563,0.6747652114627676,0.9158499999999998,30600,900
35,0.14457653483873906,0.02795834905985329,0.017585858423262834,0.01898050154766275,0.1441669228590197,0.6746901887997777,0.9133749999999998,31500,900
36,0.12711190393905175,0.027875942923128606,0.018580807972078523,0.018832428564007082,0.1429644489619467,0.6925104167106975,0.9108999999999998,32400,900
37,0.11863071258727965,0.02781894587808185,0.01896464637066755,0.018729769038036467,0.1428391828056839,0.7008356946282502,0.9084249999999998,33300,900
38,0.1249834633866946,0.027851626047243675,0.019146464526032407,0.01878346771105296,0.14222287166863679,0.6948637393658152,0.9059499999999998,34200,900
39,0.1264077959299741,0.027737930547446013,0.019277777569885884,0.018827377181086274,0.14209889247185653,0.6933881623889836,0.9034749999999998,35100,900
40,0.10423325754812039,0.02796685638734036,0.025545454432980882,0.01841428203973919,0.13741190616662305,0.7143951058422422,0.9009999999999998,36000,900
41,0.15344511698553107,0.027006947166389888,0.016404040284558302,0.019082190375775097,0.14362410122321712,0.6674445561238874,0.8985249999999998,36900,900
42,0.14013639118686114,0.026296605728566645,0.01797474731794662,0.01893597930462824,0.14176377592815292,0.681189111602803,0.8960499999999998,37800,900
43,0.16575171659540502,0.026526451822784212,0.01524242414213303,0.0191999571553121,0.14456327334046365,0.6552426348893593,0.8935749999999998,38700,900
44,0.15027949160019893,0.026488902893745236,0.017444444289948378,0.01903138050602542,0.14200165108260182,0.6712430371185765,0.8910999999999998,39600,900
