global_step,experience_step,rewards,stockouts,waste,delta,critic_loss,entropy_adjusted,actor_loss
9240,32,-0.26672670245170593,0.15068493783473969,0.01413823664188385,-0.33714061975479126,0.13896958529949188,1.0488280167919584e-05,6.507708349090535e-06
9241,32,-0.3569222390651703,0.2859589159488678,0.009720314294099808,-0.3961170017719269,0.14770355820655823,1.2297685316298157e-05,9.193547157337889e-06
9242,32,-0.3535679280757904,0.12285958975553513,0.014611365273594856,-0.4009126126766205,0.1516094207763672,1.0454234143253416e-05,1.6742127627367154e-05
9243,32,-0.3554585576057434,0.08133561909198761,0.016203835606575012,-0.4060806930065155,0.15641038119792938,1.1710581929946784e-05,1.3270807357912418e-05
9244,32,-0.34380820393562317,0.1031678095459938,0.015295474790036678,-0.4055112898349762,0.15275625884532928,9.770518772711512e-06,1.0893399121414404e-05
9245,32,-0.3576318919658661,0.1523972600698471,0.01356989610940218,-0.4078952372074127,0.15426743030548096,1.317146325163776e-05,2.3133437935030088e-05
9246,32,-0.3384859561920166,0.10530821979045868,0.015104714781045914,-0.3863336145877838,0.1456049233675003,9.690957085695118e-06,1.8997638107975945e-05
9247,32,-0.3599744439125061,0.08476027101278305,0.016407540068030357,-0.4118334949016571,0.15878993272781372,8.509970939485356e-06,1.5006809007900301e-05
9248,32,-0.35344451665878296,0.0710616409778595,0.01648935303092003,-0.40849384665489197,0.15641021728515625,1.230331417900743e-05,2.0813236915273592e-05
9249,32,-0.15168116986751556,0.03039383515715599,0.018766099587082863,-0.20548240840435028,0.10780416429042816,1.0936250873783138e-05,6.416989435820142e-06
9250,32,-0.0906371921300888,0.02397260256111622,0.018877802416682243,-0.14263294637203217,0.1029457226395607,1.1784229172917549e-05,1.7811051293392666e-05
9251,32,0.03715367615222931,0.006849315017461777,0.01971997693181038,-0.013309779576957226,0.08433307707309723,1.2367087947495747e-05,9.698001122160349e-06
9252,32,0.0902843102812767,0.006849315017461777,0.019874446094036102,0.035780616104602814,0.07635261118412018,1.0881827620323747e-05,9.215215868607629e-06
9253,32,0.17773212492465973,0.0051369862630963326,0.020421544089913368,0.12192846089601517,0.08549802750349045,1.1480031389510259e-05,1.0020270565291867e-05
9254,32,0.13398586213588715,0.008989726193249226,0.020460497587919235,0.08185642212629318,0.08182503283023834,1.351574064756278e-05,1.0618391570460517e-05
9255,32,0.17924444377422333,0.0008561643771827221,0.02106049843132496,0.12791340053081512,0.09180339425802231,1.3175517779018264e-05,1.2315978892729618e-05
9256,32,0.23270437121391296,0.0,0.02141130529344082,0.17853955924510956,0.10186628252267838,9.097463589569088e-06,6.167559149616864e-06
9257,32,0.2542572021484375,0.0,0.021659135818481445,0.19920800626277924,0.10289266705513,1.1766524039558135e-05,9.268809662899002e-06
9258,32,0.23024104535579681,0.0012842465657740831,0.021324098110198975,0.17925456166267395,0.1001032218337059,1.023924687615363e-05,8.734325092518702e-06
9259,32,0.2251940220594406,0.0008561643771827221,0.02158678136765957,0.17304830253124237,0.1003771722316742,1.3853858945367392e-05,1.4121481399342883e-05
9260,32,0.2741638720035553,0.0,0.021758245304226875,0.21936199069023132,0.10867611318826675,1.122219782700995e-05,1.0960293366224505e-05
9261,32,0.269942045211792,0.0008561643771827221,0.022040531039237976,0.21500800549983978,0.11035709828138351,1.2635616258194204e-05,9.177099855151027e-06
9262,32,0.27069681882858276,0.0,0.02179885283112526,0.2176935374736786,0.10932322591543198,1.2776699804817326e-05,1.2576808330777567e-05
9263,32,0.2832796275615692,0.0,0.022170038893818855,0.23135888576507568,0.11491759866476059,1.090874047804391e-05,1.4158074009174015e-05
9264,32,0.29975563287734985,0.0,0.02252076007425785,0.2455991506576538,0.12030551582574844,1.2585426702571567e-05,1.4178065612213686e-05
9265,32,0.30854395031929016,0.0,0.022628363221883774,0.2535443603992462,0.12206123024225235,1.245864223164972e-05,1.6168991351150908e-05
9266,32,0.3306034207344055,0.0,0.02262517809867859,0.2768094837665558,0.12489180266857147,9.604126717022154e-06,5.777505975856911e-06
9267,32,0.3397560119628906,0.0,0.022740701213479042,0.28672757744789124,0.1306809037923813,1.1349331543897279e-05,1.0284030395268928e-05
9268,32,0.33803802728652954,0.0008561643771827221,0.022851672023534775,0.2831205129623413,0.13111867010593414,8.900453394744545e-06,9.161021807813086e-06
9269,32,0.3874053359031677,0.0,0.022942621260881424,0.33250829577445984,0.14257222414016724,1.1120475392090157e-05,1.1230273230466992e-05
9270,32,0.37941014766693115,0.0,0.023022007197141647,0.3256724178791046,0.14088474214076996,8.579161658417434e-06,8.256319233623799e-06
9271,32,0.4095146059989929,0.0,0.02321690134704113,0.35666143894195557,0.15245836973190308,1.07729983938043e-05,1.1701803487085272e-05
9272,8,0.42679813504219055,0.0,0.02359233982861042,0.36880919337272644,0.15829196572303772,8.586294825363439e-06,4.146328137721866e-06
